,Unnamed: 0,emoji_symbol,emoji_name,emoji_code,emoji_description,preprocessed_description,avg_glove_embedding
593,593,🌕,Full Moon,U+1F315,"A full moon, the fifth phase of the eightphases of the moon, when it is completely lit. Depicts the moon as a full, gold or silver, cratered disc, completely illuminated by the sun.May be used to represent the moon more generally, nighttime, outer space, and astronomy. May also be used to convey enchanting or eerie feelings. Commonly used duringHalloween, associated with werewolves and Friday the 13th.See also🌝Full Moon Face. Used as part of theMoon Emoji Creepmeme.Samsung’s designonceresembled a full moon with stars andpreviouslydisplayed as a full moon in a night sky with stars.","['full', 'moon', 'fifth', 'phase', 'eightphases', 'moon', 'completely', 'lit', 'depicts', 'moon', 'full', 'gold', 'silver', 'cratered', 'disc', 'completely', 'illuminated', 'used', 'represent', 'moon', 'generally', 'nighttime', 'outer', 'space', 'astronomy', 'may', 'also', 'used', 'convey', 'enchanting', 'eerie', 'feelings', 'commonly', 'used', 'duringhalloween', 'associated', 'werewolves', 'friday', 'moon', 'face', 'used', 'part', 'themoon', 'emoji', 'designonceresembled', 'full', 'moon', 'stars', 'andpreviouslydisplayed', 'full', 'moon', 'night', 'sky', 'stars']","[-3.15722459e-01  1.88693092e-01  2.68107562e-01  8.08518393e-02
  1.59735849e-01  1.01989664e-01  1.38618644e-02  3.00149686e-01
 -1.23236161e-01  2.71815854e-02 -2.20521425e-02 -1.60520643e-01
  3.75536869e-01  1.27105022e-01  2.01464645e-01 -2.87321541e-01
  2.51435600e-01  3.17248999e-01 -3.88556256e-02 -1.22643721e-01
  1.91309787e-01 -2.12598057e-01 -1.33304350e-01  1.50698336e-02
  3.78098545e-01  2.10210241e-01 -2.11677090e-02  4.97125217e-03
  7.37511445e-02 -1.17905939e-01 -4.51555468e-02 -1.63028568e-02
 -2.75869025e-01  7.85587886e-02  2.12252084e-01  1.01645500e-01
  1.05059597e-01  3.63223615e-01 -8.59291939e-02 -1.45966613e-01
 -2.84366624e-01 -1.87267456e-01 -8.46970649e-02  5.71644909e-02
  7.31145548e-02 -9.37915339e-04 -5.21338736e-02 -1.43429371e-02
  1.80483396e-01 -4.17690666e-01  9.84268583e-02 -4.62580975e-02
  2.83871665e-01  7.40970664e-01 -1.02653686e-01 -1.88644520e+00
 -3.51264154e-02  2.01079517e-01  1.05941605e+00  2.73225519e-01
 -8.77814350e-02  8.52719293e-01 -7.82147506e-02  7.86439164e-02
  4.99697045e-01  2.78947265e-02  4.00175505e-01  3.99938558e-02
 -1.52223248e-01 -2.26973162e-01  5.09202119e-02 -1.54195435e-01
  8.25690726e-02 -4.42920628e-02  4.26581115e-02 -2.50620639e-02
  1.48679525e-01  2.98989989e-02 -4.27611462e-01 -8.54350490e-02
  2.12435329e-01  2.80051469e-02 -2.78687777e-01  8.54477097e-02
 -8.30025960e-01 -9.62032291e-02  2.04651457e-01 -1.15152086e-01
  2.73070837e-01  3.03895989e-04 -1.05352395e-01  4.87551057e-02
 -4.81394511e-02  8.35742499e-02 -2.27540146e-01 -8.38197498e-02
 -5.84045258e-01 -2.27002415e-01  1.69561754e-01 -8.50357733e-02]"
594,594,🌖,Waning Gibbous Moon,U+1F316,"A waning gibbous moon (appearing more than half full but getting smaller), the sixth of the eightphases of the moon. Depicts the moon as a cratered disc, mostly illuminated in gold or silver, but with its right sidea dark crescent.May be used to represent the moon more generally, nighttime, outer space, and astronomy. May also be used to convey enchanting or eerie feelings.Not to be confused with🌔Waxing Gibbous Moon, though their applications may overlap. Used as part of theMoon Emoji Creepmeme.Samsung’s designonceresembled a full moon with stars andpreviouslydisplayed as a waning gibbous moon in a night sky with stars.","['waning', 'gibbous', 'moon', 'appearing', 'half', 'full', 'getting', 'smaller', 'sixth', 'eightphases', 'moon', 'depicts', 'moon', 'cratered', 'disc', 'mostly', 'illuminated', 'gold', 'silver', 'right', 'sidea', 'dark', 'used', 'represent', 'moon', 'generally', 'nighttime', 'outer', 'space', 'astronomy', 'may', 'also', 'used', 'convey', 'enchanting', 'eerie', 'confused', 'gibbous', 'moon', 'though', 'applications', 'may', 'overlap', 'used', 'part', 'themoon', 'emoji', 'designonceresembled', 'full', 'moon', 'stars', 'andpreviouslydisplayed', 'waning', 'gibbous', 'moon', 'night', 'sky', 'stars']","[-2.50985386e-01  2.27392659e-01  2.78092019e-01  1.05365121e-01
  1.66811244e-01  2.56339202e-02 -8.41667260e-03  2.29825038e-01
 -3.40795548e-02 -8.07807757e-02 -5.82669843e-02 -2.07640728e-01
  3.50758284e-01  4.25618514e-02  1.95915329e-01 -3.01127922e-01
  1.44214028e-01  2.92231567e-01  1.03592674e-01 -6.33843946e-02
  1.80152923e-01 -1.15186266e-01 -1.23057534e-01 -1.69792529e-03
  3.07186136e-01  2.03296089e-01 -6.19251338e-02  2.74237342e-02
  4.43614227e-02 -1.04936826e-01  3.75288795e-02 -3.22808376e-02
 -1.91776348e-01 -2.63850961e-02  1.69808117e-01  1.83609096e-01
  8.07104578e-02  3.73751316e-01 -8.11728772e-02 -1.22966740e-01
 -2.27412222e-01 -1.69881423e-01 -9.50815790e-02  1.19796153e-01
  6.48093768e-03 -7.26085550e-02  2.79292918e-02 -1.66544895e-02
  2.31598331e-01 -3.51782267e-01  1.07492137e-01 -6.94903806e-02
  1.78621518e-01  6.51853301e-01 -5.56143632e-02 -1.73286884e+00
 -2.99805006e-02  1.68840399e-01  9.89773011e-01  2.24156925e-01
 -8.77492688e-02  8.40693814e-01 -3.25540780e-02  1.43360115e-01
  4.27549193e-01  6.00364046e-02  3.57660695e-01 -5.67074362e-02
 -1.02317422e-01 -1.65226236e-01  8.98127333e-02 -1.08858940e-01
  1.71280640e-02 -4.11972837e-02 -1.37088062e-02 -2.52980396e-02
  3.75422546e-02  4.26986347e-02 -3.11312025e-01 -1.06719871e-01
  1.45273287e-01  5.28788077e-02 -2.53881910e-01  3.54208357e-02
 -7.98039677e-01 -1.19286540e-01  2.49152749e-01 -1.05075483e-01
  2.85812254e-01 -4.14556160e-02 -1.48351525e-01  9.00176023e-02
 -1.15111042e-01 -1.34323622e-02 -2.73134497e-01 -1.02510337e-01
 -5.79404852e-01 -1.67342256e-01  9.10418303e-02 -1.06550656e-01]"
595,595,🌗,Last Quarter Moon,U+1F317,"A last quarter moon, the seventh of the eightphases of the moon. Depicts the moon as a cratered disc, its left side half illuminated in gold or silver, its remainder dark.May be used to represent the moon more generally, nighttime, outer space, and astronomy. May also be used to convey enchanting or eerie feelings.See also🌜Last Quarter Moon Face. Not to be confused with🌓First Quarter Moon, though their applications may overlap. Used as part of theMoon Emoji Creepmeme.Samsung’s designonceresembled a full moon with stars andpreviouslydisplayed as a last quarter moon in a night sky with stars.","['last', 'quarter', 'moon', 'seventh', 'eightphases', 'moon', 'depicts', 'moon', 'cratered', 'disc', 'left', 'side', 'half', 'illuminated', 'gold', 'silver', 'remainder', 'used', 'represent', 'moon', 'generally', 'nighttime', 'outer', 'space', 'astronomy', 'may', 'also', 'used', 'convey', 'enchanting', 'eerie', 'quarter', 'moon', 'face', 'confused', 'quarter', 'moon', 'though', 'applications', 'may', 'overlap', 'used', 'part', 'themoon', 'emoji', 'designonceresembled', 'full', 'moon', 'stars', 'andpreviouslydisplayed', 'last', 'quarter', 'moon', 'night', 'sky', 'stars']","[-2.29465293e-01  1.61626496e-01  3.63052725e-01 -9.60731001e-03
  1.35589820e-01 -1.11983543e-02  1.13603116e-01  2.39658059e-01
 -1.36847588e-01 -3.83415675e-02  7.45605549e-03 -1.42185252e-01
  3.12850779e-01  4.70106035e-02  2.20319134e-01 -2.99445658e-01
  1.16720519e-01  3.05194905e-01  9.57790256e-03 -3.83364921e-02
  2.91102855e-01 -1.54219114e-01 -1.24172311e-01  2.64725153e-01
  3.38520808e-01  8.05637374e-02 -2.87969023e-02 -1.35285813e-03
  3.41580574e-02 -2.29475079e-01 -3.53626327e-02  7.24127166e-03
 -1.43726884e-01 -2.78124711e-02  1.46203806e-01  1.44674860e-01
  3.49917168e-02  4.91605930e-01 -8.25058817e-02 -1.70529323e-01
 -2.70118989e-01 -2.72866551e-01 -5.57690228e-02  1.26813905e-01
  4.19887404e-02 -8.68582222e-03  4.80231583e-02 -1.18472416e-01
  2.09474392e-01 -4.51069905e-01  8.33510018e-02 -9.72415652e-02
  2.32326191e-01  7.42747879e-01 -1.21293605e-01 -2.02002096e+00
 -1.50847823e-01  7.40926426e-02  1.13133647e+00  3.74437885e-01
 -1.65102704e-01  7.55364674e-01 -7.75749412e-02  1.33776482e-01
  3.93077219e-01  3.87230564e-02  3.57880671e-01  9.38159832e-02
 -1.03698136e-01 -1.79334133e-01  5.06860938e-03 -7.70648404e-02
 -1.70131327e-02 -7.37373549e-02  1.40927143e-02 -8.79927471e-02
  6.93509042e-02  9.37886844e-02 -3.92776414e-01 -5.49388688e-02
  2.65119605e-01  1.27990335e-01 -3.65649788e-01  1.16906107e-01
 -8.59185355e-01 -2.35812252e-01  2.13027139e-01 -1.73259987e-01
  3.27238003e-01 -7.01803422e-04 -1.25197789e-01  9.10888287e-02
 -1.16766082e-01 -1.78727424e-02 -3.36367941e-01 -2.96324162e-02
 -5.15379358e-01 -1.12190881e-01  1.78150316e-01 -1.83262436e-01]"
596,596,🌘,Waning Crescent Moon,U+1F318,"A waning crescent moon (appearing to become smaller), the last of thephases of the moon. Depicts the moon as a cratered disc, its left side illuminated in a thin, golden or silver crescent, its remainder dark.May be used to represent the moon more generally, nighttime, outer space, and astronomy. May also be used to convey enchanting or eerie feelings.See also🌙Crescent Moon. Not to be confused with🌒Waxing Crescent Moon, though their applications may overlap. Used as part of theMoon Emoji Creepmeme.Samsung’s designonceresembled a full moon with stars andpreviouslydisplayed as a waning crescent moon in a night sky with stars.","['waning', 'crescent', 'moon', 'appearing', 'become', 'smaller', 'last', 'thephases', 'moon', 'depicts', 'moon', 'cratered', 'disc', 'left', 'side', 'illuminated', 'thin', 'golden', 'silver', 'crescent', 'remainder', 'used', 'represent', 'moon', 'generally', 'nighttime', 'outer', 'space', 'astronomy', 'may', 'also', 'used', 'convey', 'enchanting', 'eerie', 'moon', 'confused', 'crescent', 'moon', 'though', 'applications', 'may', 'overlap', 'used', 'part', 'themoon', 'emoji', 'designonceresembled', 'full', 'moon', 'stars', 'andpreviouslydisplayed', 'waning', 'crescent', 'moon', 'night', 'sky', 'stars']","[-0.30195849  0.18813729  0.20854979  0.08238142  0.1523156   0.02856792
 -0.00938413  0.22705032 -0.06445819 -0.064837   -0.0913741  -0.21883824
  0.43730705  0.0232314   0.21549069 -0.30499657  0.26090178  0.22093197
  0.11012049 -0.0977283   0.15686536 -0.10943122 -0.15731747 -0.03780759
  0.27071651  0.27208341 -0.06383164  0.00790555  0.01821813 -0.13445119
  0.10674843  0.01389186 -0.18191445 -0.00241485  0.12256704  0.19399153
  0.07726763  0.49524289 -0.06570055 -0.15219378 -0.30295905 -0.17964114
 -0.13880257  0.09794975  0.07882079 -0.06702787  0.04956401  0.03676127
  0.25171619 -0.26053172  0.08439057 -0.08399503  0.26502461  0.71535494
 -0.10294764 -1.79415264 -0.08069853  0.14179386  0.98949956  0.30415574
 -0.14586928  0.84291018 -0.01827193  0.18261416  0.38885938  0.06168217
  0.2807648   0.02522082 -0.09715139 -0.1579139   0.06416945 -0.20646415
  0.02158017 -0.129099    0.06323152 -0.12771085  0.14867783  0.12003162
 -0.38951257 -0.09093714  0.17390624  0.11436572 -0.24583438  0.10713565
 -0.71973191 -0.12579902  0.23040376 -0.10402798  0.37429163 -0.03106942
 -0.17136585  0.09514551 -0.11141464 -0.01130275 -0.31885703 -0.08239507
 -0.56618929 -0.14617455  0.16466502 -0.12501731]"
597,597,🌙,Crescent Moon,U+1F319,"A crescent moon, as in itswaxing crescentphase. Depicts the moon as a thin, golden crescent, curving to the right and not displaying the remaining outline of the moon.May be used for the moon more generally and saying good night. May be used in association with☪️Star and Crescent, a popular butunofficial symbol of Islam.As of March 2019, sendingthis emoji over FacebookMessengeractivatesdark mode.See also🌒Waxing Crescent Moon.Google’s moononceresembled a waning crescent moon,TwitterandFacebook'smoons werepreviously silver.","['crescent', 'moon', 'itswaxing', 'crescentphase', 'depicts', 'moon', 'thin', 'golden', 'crescent', 'curving', 'right', 'displaying', 'remaining', 'outline', 'used', 'moon', 'generally', 'saying', 'good', 'night', 'may', 'used', 'association', 'crescent', 'popular', 'butunofficial', 'symbol', 'march', 'sendingthis', 'emoji', 'facebookmessengeractivatesdark', 'crescent', 'moononceresembled', 'waning', 'crescent', 'moon', 'werepreviously', 'silver']","[-1.06589334e-01  2.33844704e-01 -1.70293005e-02  4.41041718e-02
  1.56823949e-01  2.09312315e-02 -8.43680712e-02  1.90290501e-01
 -1.63254567e-01 -1.27570621e-01 -1.58652103e-01 -1.89063166e-01
  5.66060388e-01  6.07006724e-03  2.16804630e-01 -8.12376684e-02
  3.39637961e-01 -1.87942858e-03 -1.72850345e-03 -2.10027273e-01
  1.91813100e-01 -3.18490043e-02 -2.14210635e-01 -9.88861987e-02
  1.55415964e-01  4.05945094e-01 -2.16484030e-01 -7.63560984e-02
 -3.85215022e-02 -1.19412096e-01  1.72826269e-01  1.44570297e-01
 -1.11813101e-01 -2.64563295e-02  8.66462036e-02  8.81802652e-02
  2.85295073e-02  5.63098466e-01 -7.25196578e-02 -1.46158680e-01
 -3.13063724e-01 -2.06463716e-01 -1.58096829e-02 -1.67208022e-02
  7.71984188e-02 -1.92085999e-01  2.37253690e-02  6.65149478e-03
  1.08328629e-01 -2.64001831e-01  8.22416692e-02 -5.10634995e-02
  2.95102895e-01  8.02827008e-01 -2.76877397e-01 -1.75606968e+00
 -1.25538134e-01  1.77065828e-01  1.10385398e+00  2.05338667e-01
 -1.70504865e-01  6.71747891e-01 -6.18806997e-02  1.85015467e-01
  3.08824604e-01  6.92733514e-03  1.54671839e-01  7.62312669e-02
 -1.09010177e-01 -2.10050900e-01  5.74721365e-02 -1.89128067e-01
 -1.35814530e-01 -2.24080259e-01  2.25867659e-01 -6.10996014e-02
  1.23507827e-01  2.10467533e-01 -4.88618638e-01 -1.32416758e-01
  1.88764431e-01  1.42981711e-01 -2.48744411e-01  1.10679335e-01
 -5.54112331e-01 -1.54772968e-01  1.42086868e-01 -9.71167377e-02
  5.31826203e-01  9.40713293e-03 -1.53607231e-01 -1.21496637e-02
 -1.46061270e-01  2.22203622e-02 -4.18326160e-01 -1.78143535e-01
 -5.13605668e-01 -2.52655501e-01  3.00011332e-01 -6.28921674e-02]"
598,598,🌚,New Moon Face,U+1F31A,"A new moon with a smiling face, as theMan in the Moon. Generally depicts the moon as a dark disc with a slightly smiling human face and nose.See also🌑New Moon.May be used to represent the moon more generally. Popularly perceived ascreepy, used tothrow shade(express disapproval), or convey various suggestive or ironic sentiments.Apple and WhatsApp’s eyes are looking left, as if giving theside-eye. Samsung and Facebook’s faces are looking straight ahead. Google’s facial expression resembles😏Smirking Face, Twitter’s🙂Slightly Smiling Face.Google’sface previously evokedLenny Face,Microsoft’seyes appeared closed, andFacebook’sface was a simple smiley.","['new', 'moon', 'smiling', 'face', 'theman', 'moon', 'generally', 'depicts', 'moon', 'dark', 'disc', 'slightly', 'smiling', 'human', 'face', 'used', 'represent', 'moon', 'generally', 'popularly', 'perceived', 'ascreepy', 'used', 'tothrow', 'shade', 'express', 'disapproval', 'convey', 'various', 'suggestive', 'ironic', 'whatsapp', 'eyes', 'looking', 'left', 'giving', 'samsung', 'facebook', 'faces', 'looking', 'straight', 'ahead', 'google', 'facial', 'expression', 'face', 'twitter', 'smiling', 'sface', 'previously', 'evokedlenny', 'face', 'microsoft', 'seyes', 'appeared', 'closed', 'andfacebook', 'sface', 'simple', 'smiley']","[-0.1530934   0.17020199  0.26265813 -0.04147445  0.26184223  0.28896781
 -0.19975416  0.05725413 -0.05297596 -0.1330472  -0.12038586 -0.07439906
  0.371845   -0.09228439  0.27296249 -0.02660531  0.01360529  0.20553991
  0.00659396 -0.06509239  0.14760253 -0.05237661 -0.1114226   0.13820825
  0.26538598  0.20529181  0.01422499 -0.07924834  0.08811637 -0.03671599
  0.22358857  0.31692309 -0.21690729 -0.03347354  0.27890604  0.17028796
  0.01078857  0.03710162 -0.01498425 -0.08588804 -0.27066847 -0.27394744
  0.11579313  0.01512236 -0.19991582  0.06115013  0.0813226   0.12902758
  0.05172703 -0.48936279  0.24574126 -0.19283364  0.18997852  0.79197427
 -0.12037862 -1.62094768 -0.01182917 -0.01572664  0.91928519  0.13835875
 -0.05039798  0.66433317 -0.23772556  0.00767083  0.38986796  0.02545165
  0.43917397  0.09378475 -0.05952685 -0.07520108  0.04183476  0.08193104
 -0.08383353 -0.29109679  0.10245096  0.06469766  0.03365769  0.04197201
 -0.29384248 -0.13321959  0.37157898 -0.11978765 -0.236784    0.03089806
 -1.02686778 -0.36201166  0.00976142  0.06490703  0.09208856 -0.03497625
  0.01023537  0.02961115  0.00189369 -0.02339224 -0.09941695 -0.06115909
 -0.4817465  -0.26363691  0.24590058  0.06894983]"
599,599,🌛,First Quarter Moon Face,U+1F31B,"A first quarter moon with a human face, as theMan in the Moon. Generally depicts a wide, golden crescent moon with the profile of a slightly smiling human face with a nose, facing left.May be used to represent the moon more generally and saying good night.See also🌓First Quarter Moonand🌙 Crescent Moon.Not to be confused with🌜Last Quarter Moon Face, though their applications may overlap.WhatsApp’s eyes are looking back. Facebook’s moon is silver but waspreviouslygolden;Twitter’swas previously silver.Google’seyes were previously closed.","['first', 'quarter', 'moon', 'human', 'face', 'theman', 'moon', 'generally', 'depicts', 'wide', 'golden', 'crescent', 'moon', 'profile', 'slightly', 'smiling', 'human', 'face', 'nose', 'facing', 'used', 'represent', 'moon', 'generally', 'saying', 'good', 'quarter', 'crescent', 'confused', 'quarter', 'moon', 'face', 'though', 'applications', 'may', 'eyes', 'looking', 'back', 'facebook', 'moon', 'silver', 'waspreviouslygolden', 'twitter', 'swas', 'previously', 'seyes', 'previously', 'closed']","[-0.09696349  0.17625823  0.27779416 -0.0833205   0.15780285  0.02579737
 -0.08050863  0.127368   -0.07742808 -0.16859039 -0.10561929 -0.02970236
  0.49783527  0.00832609  0.1795011  -0.1518042  -0.0154305   0.23965557
 -0.06187089 -0.03490473  0.19163397 -0.02336448 -0.12213282  0.27267459
  0.25859157  0.20501284 -0.0607822  -0.15378149  0.03682107 -0.07163
  0.17910248  0.17476575 -0.07884968 -0.01863242  0.26224653  0.09206243
 -0.06268625  0.39751577 -0.10957074 -0.06134843 -0.4290434  -0.34913634
  0.0691654   0.01376073 -0.0241379   0.00626337  0.03734281  0.02005213
  0.07538388 -0.53273787  0.23339514 -0.19202778  0.1752806   0.86771637
 -0.21362883 -1.95717044 -0.13670754  0.01298247  1.20716295  0.24416773
 -0.11506884  0.66780601 -0.20324923  0.00240439  0.41834977  0.02090486
  0.30662203  0.12987236  0.01985791 -0.0695745   0.091994    0.05595654
 -0.13445637 -0.24012666  0.10417909 -0.09790468  0.01293918  0.12719367
 -0.37793622 -0.09090631  0.43011097  0.12578223 -0.33994757  0.08837581
 -1.03546    -0.41124675  0.15206607 -0.12788335  0.26426689 -0.03096664
 -0.03131034  0.04200451 -0.10564778 -0.06242715 -0.23996552  0.01979493
 -0.49742818 -0.13229379  0.29313539 -0.14732761]"
600,600,🌜,Last Quarter Moon Face,U+1F31C,"A last quarter moon with a human face, as theMan in the Moon. Generally depicts a wide, golden crescent moon with the profile of slightly smiling human face with a nose, facing right.May be used to represent the moon more generally and saying good night.See also🌗Last Quarter Moonand🌙 Crescent Moon.Not to be confused with🌛First Quarter Moon Face, though their applications may overlap.WhatsApp’s eyes are looking back. Facebook’s moon is silver but waspreviouslygolden;Twitter’swas previously silver.Google’seyes were previously closed.","['last', 'quarter', 'moon', 'human', 'face', 'theman', 'moon', 'generally', 'depicts', 'wide', 'golden', 'crescent', 'moon', 'profile', 'slightly', 'smiling', 'human', 'face', 'nose', 'facing', 'used', 'represent', 'moon', 'generally', 'saying', 'good', 'quarter', 'crescent', 'confused', 'quarter', 'moon', 'face', 'though', 'applications', 'may', 'eyes', 'looking', 'back', 'facebook', 'moon', 'silver', 'waspreviouslygolden', 'twitter', 'swas', 'previously', 'seyes', 'previously', 'closed']","[-0.09111003  0.17822609  0.28396621 -0.09768754  0.15842908  0.02298292
 -0.08411931  0.13611459 -0.07588649 -0.16539641 -0.10694838 -0.01708759
  0.50175504 -0.00297436  0.17617719 -0.14982407 -0.03420205  0.22405398
 -0.07158459 -0.03162196  0.19691328 -0.02067402 -0.1262885   0.28055481
  0.25441498  0.21188511 -0.06347808 -0.15438263  0.02494018 -0.07989431
  0.20125021  0.15765806 -0.07970361 -0.02500033  0.25275891  0.09961902
 -0.05913579  0.39225464 -0.11203529 -0.06324532 -0.42849726 -0.35536164
  0.07495063  0.01297864 -0.02778881  0.00201623  0.0379185   0.01798327
  0.07575252 -0.54118878  0.24322712 -0.20698897  0.1750572   0.87572274
 -0.2139486  -1.95239771 -0.14183481  0.0095972   1.21409931  0.25001091
 -0.11439747  0.66778647 -0.20296491 -0.00781688  0.40076296  0.030946
  0.31083948  0.13664418  0.01870236 -0.06855277  0.09487193  0.04737609
 -0.14653318 -0.23647575  0.09515148 -0.10241695  0.01848827  0.13249724
 -0.38351122 -0.07396631  0.43733688  0.1192936  -0.33921985  0.08761853
 -1.02994863 -0.40994493  0.15140107 -0.11271563  0.24799757 -0.02764414
 -0.02709358  0.04243142 -0.11046573 -0.05974283 -0.2419337   0.03033466
 -0.49617046 -0.12684079  0.29633789 -0.14492489]"
601,601,☀️,️ Sun,"U+2600, U+FE0F","The sun, the star at the center of our solar system. Generally depicted as a golden-yellow disc radiating eight triangular rays, representing the sun’s heat and light.Commonly used to represent sunny, warm, or hot weather, light, heat, energy, life, outer space, astronomy, and various positive and happy (sunny) feelings.See also🌞Sun With Face. Not to be confused with🔆Bright Buttonor🔅DimButton.Google’s sun wasoncered, Samsung’spreviouslygray. See the glossary for the termblackin Unicode character names.","['sun', 'star', 'center', 'solar', 'system', 'generally', 'depicted', 'disc', 'radiating', 'eight', 'triangular', 'rays', 'representing', 'sun', 'heat', 'used', 'represent', 'sunny', 'warm', 'hot', 'weather', 'light', 'heat', 'energy', 'life', 'outer', 'space', 'astronomy', 'various', 'positive', 'happy', 'sunny', 'face', 'confused', 'sun', 'wasoncered', 'samsung', 'spreviouslygray', 'see', 'glossary', 'termblackin', 'unicode', 'character', 'names']","[-3.39020294e-01  3.16101807e-01  3.13426367e-01 -1.34650197e-02
  1.51608199e-01  8.53720904e-02 -3.01258540e-02  2.02583000e-01
 -4.15354605e-01 -4.02946098e-02 -7.34695124e-03 -3.61257853e-01
  3.24052045e-01 -6.53039760e-02  2.92876952e-01 -3.50647713e-01
  1.15060514e-01  9.57870711e-02  1.00739074e-01 -6.42238367e-02
  6.10898749e-02 -1.60987673e-02 -1.24130873e-01  7.99886662e-02
  2.25471152e-01  1.75220777e-01  1.37863828e-01 -1.03272342e-01
 -1.25639585e-01 -2.44924456e-03  2.58800100e-02  3.07358804e-01
 -2.11608098e-01  6.76241950e-02  1.03989123e-01  1.13341247e-01
  3.87156270e-02  1.78905296e-01 -1.73610703e-04 -2.14485536e-01
 -2.52389734e-01 -4.04950608e-01 -1.23778735e-01 -1.45273699e-01
  1.17606775e-01  2.67630084e-02  8.54495948e-03  1.56402745e-01
  2.56170685e-01 -3.41053972e-01  1.90541214e-01 -1.04213213e-01
  2.36478268e-01  6.56541221e-01  1.47964048e-01 -1.69086096e+00
  1.26569557e-01  1.49299979e-01  1.10631539e+00  3.31283756e-01
 -2.22144023e-01  7.35290487e-01 -3.28307708e-01  1.26686049e-01
  5.91173253e-01  8.04743946e-02  3.33628373e-01 -5.87155855e-02
  6.43459960e-02 -1.68244367e-01  1.22626125e-02  2.13666575e-02
  1.42616073e-01 -4.89231454e-02  1.60588092e-01  1.86600790e-02
  1.97128345e-01 -1.66283222e-01 -2.46732337e-01 -5.00949329e-02
  3.17443531e-01 -1.66026393e-02 -4.90249500e-01  1.25364281e-01
 -8.38454564e-01  5.72736968e-03  5.02674624e-02 -2.43569255e-02
  2.87641689e-01 -4.10994155e-02  4.69948204e-02  8.41503640e-02
  3.78106753e-03 -2.75130144e-02 -2.50391947e-01  5.73846380e-03
 -4.63831368e-01 -3.20453680e-01  3.61486396e-01 -6.76034660e-02]"
602,602,🌝,Full Moon Face,U+1F31D,"A full moon with a smiling face, as theMan in the Moon. Generally depicts the moon as a dark disc with a slightly smiling human face and nose.See also🌕Full Moon.May be used to represent the moon more generally. Commonly used a smiley. Occasionally used for irony and sarcasm.Apple and WhatsApp’s eyes are looking left, as if giving theside-eye. Samsung and Facebook’s faces are looking straight ahead. Google’s facial expression resembles😏Smirking Face, Twitter’s🙂Slightly Smiling Face.Google’sface previously evokedLenny Face,Microsoft’seyes appeared to be closed,Twitter’sresembled its🌚New Moon Face, andFacebook’sface was a simple, yellow smiley.","['full', 'moon', 'smiling', 'face', 'theman', 'moon', 'generally', 'depicts', 'moon', 'dark', 'disc', 'slightly', 'smiling', 'human', 'face', 'used', 'represent', 'moon', 'generally', 'commonly', 'used', 'smiley', 'occasionally', 'used', 'irony', 'whatsapp', 'eyes', 'looking', 'left', 'giving', 'samsung', 'facebook', 'faces', 'looking', 'straight', 'ahead', 'google', 'facial', 'expression', 'face', 'twitter', 'smiling', 'sface', 'previously', 'evokedlenny', 'face', 'microsoft', 'seyes', 'appeared', 'closed', 'twitter', 'sresembled', 'moon', 'face', 'andfacebook', 'sface', 'simple', 'yellow', 'smiley']","[-0.17279379  0.17909285  0.25150946 -0.11291848  0.27813788  0.30476356
 -0.1287951   0.11993741 -0.02092059 -0.18737116 -0.09160988 -0.05378942
  0.41365944 -0.02008189  0.24706077 -0.05120117  0.0694326   0.21388329
  0.03315448 -0.10665845  0.12409607 -0.05282934 -0.11762798  0.19467113
  0.34781271  0.27974107 -0.00918482 -0.08443636  0.0755383  -0.06333535
  0.18782582  0.28625254 -0.20745939 -0.03937569  0.32421484  0.15245431
 -0.03674436  0.08556335  0.03404768 -0.05352798 -0.28940416 -0.30814967
  0.11639566  0.02718465 -0.22429505  0.06827796  0.04527908  0.10468715
  0.07878699 -0.49649266  0.25845753 -0.212908    0.16694808  0.84423447
 -0.13640548 -1.68970095 -0.08613498  0.00176634  0.95977256  0.21925473
 -0.03751763  0.71103515 -0.24009144 -0.00663098  0.46487258  0.04506811
  0.4327236   0.08085215 -0.08792964 -0.04688533  0.05797463  0.12085787
 -0.0807661  -0.27497137  0.05817539  0.07038589  0.04833802  0.06563735
 -0.21051596 -0.05253857  0.50354447 -0.13633348 -0.28974     0.00289781
 -1.0492748  -0.36394932  0.03825763  0.04685374  0.127426    0.03351917
  0.00354398  0.01481346  0.03044584 -0.02771869 -0.0885669  -0.08871136
 -0.48664976 -0.21985429  0.24566531  0.00353684]"
